"fechafacturacion","nropresupuesto","ordennro","estado","cliente","condicion","tipo_producto","codigo","sep1","esplancha","tienecorte","ncorte","cantidad","ancho","alto","m2","preciom2","precioplancha","listaprecio","preciolistam2","preciolistapla","sep2","totalusd","preciototalgs","descuento","espera","sep3","tipo_anexo","cantidad_anexo","precio_unitario_anexo","sep4","vendedor","nrofactura","porgananciasusd","gananciausd","costousd","gananciags","costogs","utilidad","cambio","fechafacdia","fechafacsemana","fechafacmes","fechafacanio","idop"
"2026-03-19","PRE-185551","ORD-115175-4-1-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6I"," |","-","SI","7","1","1.294","0.481","0.622414","18.54","0","OPTIMIZADO C","17.66","0"," |","11.54","81934","  -5.0","-"," |","-","0","0"," |","lucyr","001-001-0039112","0","0","0","0","0","0","7100","19","12","03","2026","138003"
"2026-03-19","PRE-185551","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","3.09","21939","0.0","-"," |","Servicio","3.55","0.87"," |","lucyr","001-001-0039112","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185551","ORD-115175-4-1-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6I"," |","-","SI","7","1","1.278","0.48","0.61344","18.54","0","OPTIMIZADO C","17.66","0"," |","11.37","80727","  -5.0","-"," |","-","0","0"," |","lucyr","001-001-0039112","0","0","0","0","0","0","7100","19","12","03","2026","138003"
"2026-03-19","PRE-185551","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","3.06","21726","0.0","-"," |","Servicio","3.52","0.87"," |","lucyr","001-001-0039112","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185551","ORD-115175-4-1-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6I"," |","-","SI","7","2","1.125","1.624","3.6540000000000004","18.54","0","OPTIMIZADO C","17.66","0"," |","67.75","481025","  -5.0","-"," |","-","0","0"," |","lucyr","001-001-0039112","0","0","0","0","0","0","7100","19","12","03","2026","138003"
"2026-03-19","PRE-185551","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","9.57","67947","0.0","-"," |","Servicio","11","0.87"," |","lucyr","001-001-0039112","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185551","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","DVH-M2 DVH para perfilería Cámara 12"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","282.54","2006034","0.0","-"," |","Servicio","8.31","34"," |","lucyr","001-001-0039112","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185551","ORD-115175-4-1-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6I"," |","-","SI","7","1","2.047","0.475","0.972325","18.54","0","OPTIMIZADO C","17.66","0"," |","18.03","128013","  -5.0","-"," |","-","0","0"," |","lucyr","001-001-0039112","0","0","0","0","0","0","7100","19","12","03","2026","138003"
"2026-03-19","PRE-185551","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","4.38","31098","0.0","-"," |","Servicio","5.04","0.87"," |","lucyr","001-001-0039112","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185551","ORD-115175-4-1-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6I"," |","-","SI","7","1","1.287","0.476","0.6126119999999999","18.54","0","OPTIMIZADO C","17.66","0"," |","11.36","80656","  -5.0","-"," |","-","0","0"," |","lucyr","001-001-0039112","0","0","0","0","0","0","7100","19","12","03","2026","138003"
"2026-03-19","PRE-185551","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","3.07","21797","0.0","-"," |","Servicio","3.53","0.87"," |","lucyr","001-001-0039112","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185551","ORD-115175-4-1-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6I"," |","-","SI","7","1","1.132","1.624","1.838368","18.54","0","OPTIMIZADO C","17.66","0"," |","34.08","241968","  -5.0","-"," |","-","0","0"," |","lucyr","001-001-0039112","0","0","0","0","0","0","7100","19","12","03","2026","138003"
"2026-03-19","PRE-185551","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","4.79","34009","0.0","-"," |","Servicio","5.51","0.87"," |","lucyr","001-001-0039112","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185551","ORD-115175-4-2-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","Lam4+4G"," |","-","SI","7","1","2.047","0.475","0.972325","45.54","0","OPTIMIZADO C","49.5","0"," |","44.28","314388","   8.0","-"," |","-","0","0"," |","lucyr","001-001-0039112","0","0","0","0","0","0","7100","19","12","03","2026","138055"
"2026-03-19","PRE-185551","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 8 a 10mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","4.38","31098","0.0","-"," |","Servicio","5.04","0.87"," |","lucyr","001-001-0039112","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185551","ORD-115175-4-2-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","Lam4+4G"," |","-","SI","7","1","1.294","0.481","0.622414","45.54","0","OPTIMIZADO C","49.5","0"," |","28.34","201214","   8.0","-"," |","-","0","0"," |","lucyr","001-001-0039112","0","0","0","0","0","0","7100","19","12","03","2026","138055"
"2026-03-19","PRE-185551","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 8 a 10mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","3.09","21939","0.0","-"," |","Servicio","3.55","0.87"," |","lucyr","001-001-0039112","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185551","ORD-115175-4-2-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","Lam4+4G"," |","-","SI","7","1","1.132","1.624","1.838368","45.54","0","OPTIMIZADO C","49.5","0"," |","83.72","594412","   8.0","-"," |","-","0","0"," |","lucyr","001-001-0039112","0","0","0","0","0","0","7100","19","12","03","2026","138055"
"2026-03-19","PRE-185551","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 8 a 10mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","4.79","34009","0.0","-"," |","Servicio","5.51","0.87"," |","lucyr","001-001-0039112","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185551","ORD-115175-4-2-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","Lam4+4G"," |","-","SI","7","1","1.278","0.48","0.61344","45.54","0","OPTIMIZADO C","49.5","0"," |","27.94","198374","   8.0","-"," |","-","0","0"," |","lucyr","001-001-0039112","0","0","0","0","0","0","7100","19","12","03","2026","138055"
"2026-03-19","PRE-185551","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 8 a 10mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","3.06","21726","0.0","-"," |","Servicio","3.52","0.87"," |","lucyr","001-001-0039112","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185551","ORD-115175-4-2-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","Lam4+4G"," |","-","SI","7","1","1.287","0.476","0.6126119999999999","45.54","0","OPTIMIZADO C","49.5","0"," |","27.9","198090","   8.0","-"," |","-","0","0"," |","lucyr","001-001-0039112","0","0","0","0","0","0","7100","19","12","03","2026","138055"
"2026-03-19","PRE-185551","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 8 a 10mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","3.07","21797","0.0","-"," |","Servicio","3.53","0.87"," |","lucyr","001-001-0039112","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185551","ORD-115175-4-2-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","Lam4+4G"," |","-","SI","7","2","1.125","1.624","3.6540000000000004","45.54","0","OPTIMIZADO C","49.5","0"," |","166.4","1181440","   8.0","-"," |","-","0","0"," |","lucyr","001-001-0039112","0","0","0","0","0","0","7100","19","12","03","2026","138055"
"2026-03-19","PRE-185551","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 8 a 10mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","9.57","67947","0.0","-"," |","Servicio","11","0.87"," |","lucyr","001-001-0039112","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185610","ORD-115181-9-2-2","En Proceso","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6I"," |","-","SI","2","1","0.622","1.985","1.2346700000000002","18.54","0","OPTIMIZADO C","17.66","0"," |","22.89","162519","  -5.0","-"," |","-","0","0"," |","lucyr","001-001-0039118","0","0","0","0","0","0","7100","19","12","03","2026","138062"
"2026-03-19","PRE-185610","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","4.53","32163","0.0","-"," |","Servicio","5.21","0.87"," |","lucyr","001-001-0039118","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185610","ORD-115181-9-1-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","Lam4+4I"," |","-","SI","2","1","0.622","1.985","1.2346700000000002","34.34","0","OPTIMIZADO C","34.34","0"," |","42.4","301040","   0.0","-"," |","-","0","0"," |","lucyr","001-001-0039118","0","0","0","0","0","0","7100","19","12","03","2026","138061"
"2026-03-19","PRE-185610","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 8 a 10mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","4.53","32163","0.0","-"," |","Servicio","5.21","0.87"," |","lucyr","001-001-0039118","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-19","PRE-185610","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","DVH-M2 DVH para perfilería Cámara 12"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","41.82","296922","0.0","-"," |","Servicio","1.23","34"," |","lucyr","001-001-0039118","0","0","0","0","0","0","7100","19","12","03","2026","0"
"2026-03-24","PRE-185790","ORD-115290-4-2-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6G"," |","-","SI","2","2","0.372","0.177","0.131688","23.23","0","OPTIMIZADO C","23.23","0"," |","3.06","21726","   0.0","-"," |","-","0","0"," |","lucyr","001-001-0039236","0","0","0","0","0","0","7100","24","13","03","2026","138238"
"2026-03-24","PRE-185790","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","1.91","13561","0.0","-"," |","Servicio","2.2","0.87"," |","lucyr","001-001-0039236","0","0","0","0","0","0","7100","24","13","03","2026","0"
"2026-03-24","PRE-185790","ORD-115290-4-1-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V5I"," |","-","SI","2","2","0.372","0.177","0.131688","15.46","0","OPTIMIZADO C","15.46","0"," |","2.04","14484","   0.0","-"," |","-","0","0"," |","lucyr","001-001-0039236","0","0","0","0","0","0","7100","24","13","03","2026","138236"
"2026-03-24","PRE-185790","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","1.91","13561","0.0","-"," |","Servicio","2.2","0.87"," |","lucyr","001-001-0039236","0","0","0","0","0","0","7100","24","13","03","2026","0"
"2026-03-24","PRE-185790","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Arenado-m2 Arenado ciego"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","1.59","11289","0.0","-"," |","Servicio","0.13","12.2"," |","lucyr","001-001-0039236","0","0","0","0","0","0","7100","24","13","03","2026","0"
"2026-03-24","PRE-185790","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","DVH-M2 DVH para perfilería Cámara 12"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","4.42","31382","0.0","-"," |","Servicio","0.13","34"," |","lucyr","001-001-0039236","0","0","0","0","0","0","7100","24","13","03","2026","0"
"2026-03-24","PRE-185789","ORD-115291-2-1-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V5I"," |","-","SI","2","4","0.848","1.012","3.4327039999999998","15.46","0","OPTIMIZADO C","15.46","0"," |","53.07","376797","   0.0","-"," |","-","0","0"," |","lucyr","001-001-0039237","0","0","0","0","0","0","7100","24","13","03","2026","138235"
"2026-03-24","PRE-185789","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","12.95","91945","0.0","-"," |","Servicio","14.88","0.87"," |","lucyr","001-001-0039237","0","0","0","0","0","0","7100","24","13","03","2026","0"
"2026-03-24","PRE-185789","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","DVH-M2 DVH para perfilería Cámara 12"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","116.62","828002","0.0","-"," |","Servicio","3.43","34"," |","lucyr","001-001-0039237","0","0","0","0","0","0","7100","24","13","03","2026","0"
"2026-03-24","PRE-185789","ORD-115291-2-2-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6I"," |","-","SI","2","4","0.848","1.012","3.4327039999999998","18.54","0","OPTIMIZADO C","17.66","0"," |","63.64","451844","  -5.0","-"," |","-","0","0"," |","lucyr","001-001-0039237","0","0","0","0","0","0","7100","24","13","03","2026","138239"
"2026-03-24","PRE-185789","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","12.95","91945","0.0","-"," |","Servicio","14.88","0.87"," |","lucyr","001-001-0039237","0","0","0","0","0","0","7100","24","13","03","2026","0"
"2026-03-24","PRE-185788","ORD-115292-0-2-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6G"," |","-","SI","2","2","0.848","1.012","1.7163519999999999","23.23","0","OPTIMIZADO C","23.23","0"," |","39.87","283077","   0.0","-"," |","-","0","0"," |","lucyr","001-001-0039238","0","0","0","0","0","0","7100","24","13","03","2026","138240"
"2026-03-24","PRE-185788","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","6.47","45937","0.0","-"," |","Servicio","7.44","0.87"," |","lucyr","001-001-0039238","0","0","0","0","0","0","7100","24","13","03","2026","0"
"2026-03-24","PRE-185788","ORD-115292-0-1-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V5I"," |","-","SI","2","2","0.848","1.012","1.7163519999999999","15.46","0","OPTIMIZADO C","15.46","0"," |","26.53","188363","   0.0","-"," |","-","0","0"," |","lucyr","001-001-0039238","0","0","0","0","0","0","7100","24","13","03","2026","138234"
"2026-03-24","PRE-185788","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","6.47","45937","0.0","-"," |","Servicio","7.44","0.87"," |","lucyr","001-001-0039238","0","0","0","0","0","0","7100","24","13","03","2026","0"
"2026-03-24","PRE-185788","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","DVH-M2 DVH para perfilería Cámara 12"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","58.48","415208","0.0","-"," |","Servicio","1.72","34"," |","lucyr","001-001-0039238","0","0","0","0","0","0","7100","24","13","03","2026","0"
"2026-03-24","PRE-185787","ORD-115293-9-2-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6G"," |","-","SI","10","8","0.622","1.001","4.980975999999999","23.23","0","OPTIMIZADO C","23.23","0"," |","115.71","821541","   0.0","-"," |","-","0","0"," |","lucyr","001-001-0039239","0","0","0","0","0","0","7100","24","13","03","2026","138241"
"2026-03-24","PRE-185787","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","22.59","160389","0.0","-"," |","Servicio","25.97","0.87"," |","lucyr","001-001-0039239","0","0","0","0","0","0","7100","24","13","03","2026","0"
"2026-03-24","PRE-185787","ORD-115293-9-2-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6G"," |","-","SI","10","1","0.595","0.8","0.476","23.23","0","OPTIMIZADO C","23.23","0"," |","11.06","78526","   0.0","-"," |","-","0","0"," |","lucyr","001-001-0039239","0","0","0","0","0","0","7100","24","13","03","2026","138241"
"2026-03-24","PRE-185787","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","2.43","17253","0.0","-"," |","Servicio","2.79","0.87"," |","lucyr","001-001-0039239","0","0","0","0","0","0","7100","24","13","03","2026","0"
"2026-03-24","PRE-185787","ORD-115293-9-2-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6G"," |","-","SI","10","1","0.82","1.396","1.14472","23.23","0","OPTIMIZADO C","23.23","0"," |","26.59","188789","   0.0","-"," |","-","0","0"," |","lucyr","001-001-0039239","0","0","0","0","0","0","7100","24","13","03","2026","138241"
"2026-03-24","PRE-185787","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","3.85","27335","0.0","-"," |","Servicio","4.43","0.87"," |","lucyr","001-001-0039239","0","0","0","0","0","0","7100","24","13","03","2026","0"
"2026-03-24","PRE-185787","ORD-115293-9-2-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6G"," |","-","SI","10","2","0.666","0.779","1.037628","23.23","0","OPTIMIZADO C","23.23","0"," |","24.1","171110","   0.0","-"," |","-","0","0"," |","lucyr","001-001-0039239","0","0","0","0","0","0","7100","24","13","03","2026","138241"
"2026-03-24","PRE-185787","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","5.03","35713","0.0","-"," |","Servicio","5.78","0.87"," |","lucyr","001-001-0039239","0","0","0","0","0","0","7100","24","13","03","2026","0"
"2026-03-24","PRE-185787","ORD-115293-9-2-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6G"," |","-","SI","10","8","0.719","1.099","6.321447999999999","23.23","0","OPTIMIZADO C","23.23","0"," |","146.85","1042635","   0.0","-"," |","-","0","0"," |","lucyr","001-001-0039239","0","0","0","0","0","0","7100","24","13","03","2026","138241"
"2026-03-24","PRE-185787","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","25.31","179701","0.0","-"," |","Servicio","29.09","0.87"," |","lucyr","001-001-0039239","0","0","0","0","0","0","7100","24","13","03","2026","0"
"2026-03-24","PRE-185787","ORD-115293-9-2-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6G"," |","-","SI","10","1","0.723","1.298","0.938454","23.23","0","OPTIMIZADO C","23.23","0"," |","21.8","154780","   0.0","-"," |","-","0","0"," |","lucyr","001-001-0039239","0","0","0","0","0","0","7100","24","13","03","2026","138241"
"2026-03-24","PRE-185787","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","3.51","24921","0.0","-"," |","Servicio","4.04","0.87"," |","lucyr","001-001-0039239","0","0","0","0","0","0","7100","24","13","03","2026","0"
"2026-03-24","PRE-185787","ORD-115293-9-2-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6G"," |","-","SI","10","3","0.495","0.3","0.4455","23.23","0","OPTIMIZADO C","23.23","0"," |","10.35","73485","   0.0","-"," |","-","0","0"," |","lucyr","001-001-0039239","0","0","0","0","0","0","7100","24","13","03","2026","138241"
"2026-03-24","PRE-185787","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","4.15","29465","0.0","-"," |","Servicio","4.77","0.87"," |","lucyr","001-001-0039239","0","0","0","0","0","0","7100","24","13","03","2026","0"
"2026-03-24","PRE-185787","ORD-115293-9-2-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6G"," |","-","SI","10","1","0.723","1.792","1.2956159999999999","23.23","0","OPTIMIZADO C","23.23","0"," |","30.1","213710","   0.0","-"," |","-","0","0"," |","lucyr","001-001-0039239","0","0","0","0","0","0","7100","24","13","03","2026","138241"
"2026-03-24","PRE-185787","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","4.38","31098","0.0","-"," |","Servicio","5.03","0.87"," |","lucyr","001-001-0039239","0","0","0","0","0","0","7100","24","13","03","2026","0"
"2026-03-24","PRE-185787","ORD-115293-9-2-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V6G"," |","-","SI","10","1","0.82","1.89","1.5497999999999998","23.23","0","OPTIMIZADO C","23.23","0"," |","36","255600","   0.0","-"," |","-","0","0"," |","lucyr","001-001-0039239","0","0","0","0","0","0","7100","24","13","03","2026","138241"
"2026-03-24","PRE-185787","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","4.72","33512","0.0","-"," |","Servicio","5.42","0.87"," |","lucyr","001-001-0039239","0","0","0","0","0","0","7100","24","13","03","2026","0"
"2026-03-24","PRE-185787","ORD-115293-9-1-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V5I"," |","-","SI","10","8","0.622","1.001","4.980975999999999","15.46","0","OPTIMIZADO C","15.46","0"," |","77.01","546771","   0.0","-"," |","-","0","0"," |","lucyr","001-001-0039239","0","0","0","0","0","0","7100","24","13","03","2026","138233"
"2026-03-24","PRE-185787","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","22.59","160389","0.0","-"," |","Servicio","25.97","0.87"," |","lucyr","001-001-0039239","0","0","0","0","0","0","7100","24","13","03","2026","0"
"2026-03-24","PRE-185787","ORD-115293-9-1-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V5I"," |","-","SI","10","1","0.723","1.792","1.2956159999999999","15.46","0","OPTIMIZADO C","15.46","0"," |","20.03","142213","   0.0","-"," |","-","0","0"," |","lucyr","001-001-0039239","0","0","0","0","0","0","7100","24","13","03","2026","138233"
"2026-03-24","PRE-185787","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","4.38","31098","0.0","-"," |","Servicio","5.03","0.87"," |","lucyr","001-001-0039239","0","0","0","0","0","0","7100","24","13","03","2026","0"
"2026-03-24","PRE-185787","ORD-115293-9-1-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V5I"," |","-","SI","10","2","0.666","0.779","1.037628","15.46","0","OPTIMIZADO C","15.46","0"," |","16.04","113884","   0.0","-"," |","-","0","0"," |","lucyr","001-001-0039239","0","0","0","0","0","0","7100","24","13","03","2026","138233"
"2026-03-24","PRE-185787","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","5.03","35713","0.0","-"," |","Servicio","5.78","0.87"," |","lucyr","001-001-0039239","0","0","0","0","0","0","7100","24","13","03","2026","0"
"2026-03-24","PRE-185787","ORD-115293-9-1-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V5I"," |","-","SI","10","1","0.595","0.8","0.476","15.46","0","OPTIMIZADO C","15.46","0"," |","7.36","52256","   0.0","-"," |","-","0","0"," |","lucyr","001-001-0039239","0","0","0","0","0","0","7100","24","13","03","2026","138233"
"2026-03-24","PRE-185787","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","2.43","17253","0.0","-"," |","Servicio","2.79","0.87"," |","lucyr","001-001-0039239","0","0","0","0","0","0","7100","24","13","03","2026","0"
"2026-03-24","PRE-185787","ORD-115293-9-1-2","Entregado","DYCK S.A. (Dyck SA  Johan)","Crédito","VIDRIO","V5I"," |","-","SI","10","1","0.723","1.298","0.938454","15.46","0","OPTIMIZADO C","15.46","0"," |","14.51","103021","   0.0","-"," |","-","0","0"," |","lucyr","001-001-0039239","0","0","0","0","0","0","7100","24","13","03","2026","138233"
"2026-03-24","PRE-185787","-","-","DYCK S.A. (Dyck SA  Johan)","Crédito","ANEXO","Pulido-MTL pulido recto 3 a 6mm"," |","-","-","0","0","0","0","0","0","0","Lista A","0","0"," |","3.51","24921","0.0","-"," |","Servicio","4.04","0.87"," |","lucyr","001-001-0039239","0","0","0","0","0","0","7100","24","13","03","2026","0"
